Beat,Chapter,Scene,Order,Character,Voice,Line,Words,Ordering,Cue,File
2,CH1 PROSPECT,Bada Bing I,259,Numbskull,numbskull,"We do not have that. Gratin, do we have that?",10,MIXED — floor barks plus authored beats,vo.bing.full.james_blond.counterJoke.line.r8ym0o,vo.bing.full.james_blond.counterJoke.line.r8ym0o.mp3
2,CH1 PROSPECT,Bada Bing I,260,James Blond,blond,"I’d rather not, now you’ve said it like that.",9,MIXED — floor barks plus authored beats,vo.bing.full.james_blond.counterKeep.line.c3v5wx,vo.bing.full.james_blond.counterKeep.line.c3v5wx.mp3
2,CH1 PROSPECT,Bada Bing I,261,Gratin,gratin,"Oh, that landed. Look at his face. That LANDED.",9,MIXED — floor barks plus authored beats,vo.bing.full.james_blond.counterLanded.line.1jesc5n,vo.bing.full.james_blond.counterLanded.line.1jesc5n.mp3
2,CH1 PROSPECT,Bada Bing I,262,James Blond,blond,"You know, your employer will dispose of you the moment you become inconvenient.",13,MIXED — floor barks plus authored beats,vo.bing.full.james_blond.counterMaybe.line.szn5vr,vo.bing.full.james_blond.counterMaybe.line.szn5vr.mp3
2,CH1 PROSPECT,Bada Bing I,263,Gratin,gratin,"Nothing. He gave him nothing. Prospect, that’s the first professional thing anybody’s done in this room tonight.",17,MIXED — floor barks plus authored beats,vo.bing.full.james_blond.counterSilence.line.dzdccn,vo.bing.full.james_blond.counterSilence.line.dzdccn.mp3
2,CH1 PROSPECT,Bada Bing I,264,Gratin,gratin,So. What do we do with him.,7,MIXED — floor barks plus authored beats,vo.bing.full.james_blond.endings.line.zqtjnp,vo.bing.full.james_blond.endings.line.zqtjnp.mp3
2,CH1 PROSPECT,Bada Bing I,265,Tony (the Prospect),player,Finish the job.,3,MIXED — floor barks plus authored beats,vo.bing.full.james_blond.endings.tony.astkvk,vo.bing.full.james_blond.endings.tony.astkvk.mp3
2,CH1 PROSPECT,Bada Bing I,266,Gratin,gratin,"Right. Numbskull, the drain’s right there. And somebody find out whose car that is now.",15,MIXED — floor barks plus authored beats,vo.bing.full.james_blond.endShot.line.tgrvlq,vo.bing.full.james_blond.endShot.line.tgrvlq.mp3
2,CH1 PROSPECT,Bada Bing I,267,Snow,snow,"Every time there’s a drain involved, it’s me. I’m not saying no. I’m saying it’s getting ridiculous.",17,MIXED — floor barks plus authored beats,vo.bing.full.james_blond.endSnowAnswer.line.1lmpqhy,vo.bing.full.james_blond.endSnowAnswer.line.1lmpqhy.mp3
2,CH1 PROSPECT,Bada Bing I,268,Gratin,gratin,He says that every time too.,6,MIXED — floor barks plus authored beats,vo.bing.full.james_blond.endSnowDone.line.f5ed3v,vo.bing.full.james_blond.endSnowDone.line.f5ed3v.mp3
2,CH1 PROSPECT,Bada Bing I,269,Numbskull,numbskull,SNOW. We’re gonna need you back here.,7,MIXED — floor barks plus authored beats,vo.bing.full.james_blond.endSnowShout.line.bznutd,vo.bing.full.james_blond.endSnowShout.line.bznutd.mp3
2,CH1 PROSPECT,Bada Bing I,270,Tony (the Prospect),player,"Let’s start with money. Not names, money. Who paid you? how, and did it clear?",15,MIXED — floor barks plus authored beats,vo.bing.full.james_blond.firstQuestion.line.cf4bx8,vo.bing.full.james_blond.firstQuestion.line.cf4bx8.mp3
2,CH1 PROSPECT,Bada Bing I,271,Gratin,gratin,Well? He’s not going to volunteer.,6,MIXED — floor barks plus authored beats,vo.bing.full.james_blond.floor.line.14lf3a1,vo.bing.full.james_blond.floor.line.14lf3a1.mp3
2,CH1 PROSPECT,Bada Bing I,272,Gratin,gratin,He’s got a whole life in that jacket. Keep pulling.,10,MIXED — floor barks plus authored beats,vo.bing.full.james_blond.floor.line.arj3ng,vo.bing.full.james_blond.floor.line.arj3ng.mp3
2,CH1 PROSPECT,Bada Bing I,273,Tony (the Prospect),player,Who inside the family are you talking to?,8,MIXED — floor barks plus authored beats,vo.bing.full.james_blond.floor.tony.1clbh8f,vo.bing.full.james_blond.floor.tony.1clbh8f.mp3
2,CH1 PROSPECT,Bada Bing I,274,Tony (the Prospect),player,Step back and let Gratin have another go.,8,MIXED — floor barks plus authored beats,vo.bing.full.james_blond.floor.tony.1okd54y,vo.bing.full.james_blond.floor.tony.1okd54y.mp3
2,CH1 PROSPECT,Bada Bing I,275,Tony (the Prospect),player,Who sent you into our city?,6,MIXED — floor barks plus authored beats,vo.bing.full.james_blond.floor.tony.1rdb28s,vo.bing.full.james_blond.floor.tony.1rdb28s.mp3
2,CH1 PROSPECT,Bada Bing I,276,Tony (the Prospect),player,Where did the silver case go?,6,MIXED — floor barks plus authored beats,vo.bing.full.james_blond.floor.tony.1x9y9bu,vo.bing.full.james_blond.floor.tony.1x9y9bu.mp3
2,CH1 PROSPECT,Bada Bing I,277,Tony (the Prospect),player,What kind of car?,4,MIXED — floor barks plus authored beats,vo.bing.full.james_blond.floor.tony.69f8av,vo.bing.full.james_blond.floor.tony.69f8av.mp3
2,CH1 PROSPECT,Bada Bing I,278,Tony (the Prospect),player,How do you keep your hair like that?,8,MIXED — floor barks plus authored beats,vo.bing.full.james_blond.floor.tony.h1m51k,vo.bing.full.james_blond.floor.tony.h1m51k.mp3
2,CH1 PROSPECT,Bada Bing I,279,Tony (the Prospect),player,Use something off the cart.,5,MIXED — floor barks plus authored beats,vo.bing.full.james_blond.floor.tony.jotwam,vo.bing.full.james_blond.floor.tony.jotwam.mp3
2,CH1 PROSPECT,Bada Bing I,280,James Blond,blond,"For what it is worth, I agree with him.",9,MIXED — floor barks plus authored beats,vo.bing.full.james_blond.frogBlond.line.15on3v8,vo.bing.full.james_blond.frogBlond.line.15on3v8.mp3
2,CH1 PROSPECT,Bada Bing I,281,Gratin,gratin,"Well, I’m not going to dive any deeper into that idea at all.",13,MIXED — floor barks plus authored beats,vo.bing.full.james_blond.frogGratin.line.10vlvfn,vo.bing.full.james_blond.frogGratin.line.10vlvfn.mp3
2,CH1 PROSPECT,Bada Bing I,282,Tony (the Prospect),player,…Like a frog?,3,MIXED — floor barks plus authored beats,vo.bing.full.james_blond.frogProspect.line.bjghya,vo.bing.full.james_blond.frogProspect.line.bjghya.mp3
2,CH1 PROSPECT,Bada Bing I,283,Gratin,gratin,It’s a good technique.,4,MIXED — floor barks plus authored beats,vo.bing.full.james_blond.gratinAdmits.line.kdt4b8,vo.bing.full.james_blond.gratinAdmits.line.kdt4b8.mp3
2,CH1 PROSPECT,Bada Bing I,284,Gratin,gratin,That was your first mistake.,5,MIXED — floor barks plus authored beats,vo.bing.full.james_blond.gratinLooksRound.line.pahehk,vo.bing.full.james_blond.gratinLooksRound.line.pahehk.mp3
2,CH1 PROSPECT,Bada Bing I,285,James Blond,blond,That is the same technique.,5,MIXED — floor barks plus authored beats,vo.bing.full.james_blond.gratinTechnique.line.1gf55s1,vo.bing.full.james_blond.gratinTechnique.line.1gf55s1.mp3
2,CH1 PROSPECT,Bada Bing I,286,Gratin,gratin,Fine. Watch. This is a technique.,6,MIXED — floor barks plus authored beats,vo.bing.full.james_blond.gratinTurn.line.1agsef5,vo.bing.full.james_blond.gratinTurn.line.1agsef5.mp3
2,CH1 PROSPECT,Bada Bing I,287,Gratin,gratin,See? That’s the crap he’s been doing all night.,9,MIXED — floor barks plus authored beats,vo.bing.full.james_blond.gratinVindicated.line.p3a1d8,vo.bing.full.james_blond.gratinVindicated.line.p3a1d8.mp3
2,CH1 PROSPECT,Bada Bing I,288,Gratin,gratin,Hit him again.,3,MIXED — floor barks plus authored beats,vo.bing.full.james_blond.hairAgain.line.1fpfdmy,vo.bing.full.james_blond.hairAgain.line.1fpfdmy.mp3
2,CH1 PROSPECT,Bada Bing I,289,Gratin,gratin,"Here. Off the fryer. It was a cord before it was anything else, so nobody has to explain it later.",20,MIXED — floor barks plus authored beats,vo.bing.full.james_blond.handOverCord.line.127e3o,vo.bing.full.james_blond.handOverCord.line.127e3o.mp3
2,CH1 PROSPECT,Bada Bing I,290,Gratin,gratin,"Outstanding work, Prospect. We’ve confirmed his temperature.",7,MIXED — floor barks plus authored beats,vo.bing.full.james_blond.iceGratin.line.ocnwj3,vo.bing.full.james_blond.iceGratin.line.ocnwj3.mp3
2,CH1 PROSPECT,Bada Bing I,291,Gratin,gratin,"Prospect. Prospect, look at him. He didn’t blink for the tongs.",11,MIXED — floor barks plus authored beats,vo.bing.full.james_blond.jacketGratin.line.1lywjjv,vo.bing.full.james_blond.jacketGratin.line.1lywjjv.mp3
2,CH1 PROSPECT,Bada Bing I,292,Gratin,gratin,Name.,1,MIXED — floor barks plus authored beats,vo.bing.full.james_blond.nameDemanded.line.amwd14,vo.bing.full.james_blond.nameDemanded.line.amwd14.mp3
2,CH1 PROSPECT,Bada Bing I,293,Numbskull,numbskull,What if we crucify him like a frog?,8,MIXED — floor barks plus authored beats,vo.bing.full.james_blond.numbskullFrogIdea.line.12h8hyk,vo.bing.full.james_blond.numbskullFrogIdea.line.12h8hyk.mp3
2,CH1 PROSPECT,Bada Bing I,294,Numbskull,numbskull,I offered to hold him. Gratin says that’s not the part that isn’t working.,14,MIXED — floor barks plus authored beats,vo.bing.full.james_blond.numbskullWeighsIn.line.hqn8ez,vo.bing.full.james_blond.numbskullWeighsIn.line.hqn8ez.mp3
2,CH1 PROSPECT,Bada Bing I,295,James Blond,blond,"Blond. James Blond. International intelligence, specialised operations, occasional baccarat.",9,MIXED — floor barks plus authored beats,vo.bing.full.james_blond.open.line.rndh1f,vo.bing.full.james_blond.open.line.rndh1f.mp3
2,CH1 PROSPECT,Bada Bing I,296,James Blond,blond,You’ll need to be considerably more persuasive.,7,MIXED — floor barks plus authored beats,vo.bing.full.james_blond.persuasive.line.vs21k,vo.bing.full.james_blond.persuasive.line.vs21k.mp3
2,CH1 PROSPECT,Bada Bing I,297,James Blond,blond,There is nothing on it. There is famously nothing on it. Please put it down.,15,MIXED — floor barks plus authored beats,vo.bing.full.james_blond.propCamera.line.1jwl4zv,vo.bing.full.james_blond.propCamera.line.1jwl4zv.mp3
2,CH1 PROSPECT,Bada Bing I,298,James Blond,blond,That is not off a rack. A man in Naples is going to hear about this and he is going to be hurt.,23,MIXED — floor barks plus authored beats,vo.bing.full.james_blond.propJacket.line.1aaslx6,vo.bing.full.james_blond.propJacket.line.1aaslx6.mp3
2,CH1 PROSPECT,Bada Bing I,299,Gratin,gratin,Car keys. Nice ones. Heavier than my car.,8,MIXED — floor barks plus authored beats,vo.bing.full.james_blond.propKeys.line.g9ptbe,vo.bing.full.james_blond.propKeys.line.g9ptbe.mp3
2,CH1 PROSPECT,Bada Bing I,300,James Blond,blond,That is a fitted grip. You will not find another. I would rather you shot me with it than dropped it.,21,MIXED — floor barks plus authored beats,vo.bing.full.james_blond.propPistol.line.15t3auz,vo.bing.full.james_blond.propPistol.line.15t3auz.mp3
2,CH1 PROSPECT,Bada Bing I,301,James Blond,blond,"Careful. That is not a watch, that is a receipt for eleven years of my life.",16,MIXED — floor barks plus authored beats,vo.bing.full.james_blond.propWatch.line.w6o8hq,vo.bing.full.james_blond.propWatch.line.w6o8hq.mp3
2,CH1 PROSPECT,Bada Bing I,302,James Blond,blond,The silver case went where silver cases go. I’d check the last man who told you it was silver.,19,MIXED — floor barks plus authored beats,vo.bing.full.james_blond.qCase.line.pcyjzg,vo.bing.full.james_blond.qCase.line.pcyjzg.mp3
2,CH1 PROSPECT,Bada Bing I,303,James Blond,blond,"Sea salt, discipline, and excellent genetics.",6,MIXED — floor barks plus authored beats,vo.bing.full.james_blond.qHair.line.1hk6jwj,vo.bing.full.james_blond.qHair.line.1hk6jwj.mp3
2,CH1 PROSPECT,Bada Bing I,304,James Blond,blond,"Inside? Goodness. You’ve assumed the answer is a person and not, say, a filing habit.",15,MIXED — floor barks plus authored beats,vo.bing.full.james_blond.qInformant.line.je5kob,vo.bing.full.james_blond.qInformant.line.je5kob.mp3
2,CH1 PROSPECT,Bada Bing I,305,James Blond,blond,Nobody sends me anywhere. I am invited. Occasionally I am invited very quietly indeed.,14,MIXED — floor barks plus authored beats,vo.bing.full.james_blond.qOrg.line.914mel,vo.bing.full.james_blond.qOrg.line.914mel.mp3
2,CH1 PROSPECT,Bada Bing I,306,Gratin,gratin,I didn’t ask for your résumé.,6,MIXED — floor barks plus authored beats,vo.bing.full.james_blond.resume.line.xv8pi2,vo.bing.full.james_blond.resume.line.xv8pi2.mp3
2,CH1 PROSPECT,Bada Bing I,307,James Blond,blond,Now — let us all be terribly calm about this. What was the question?,14,MIXED — floor barks plus authored beats,vo.bing.full.james_blond.sauceBlond.line.10e3tm0,vo.bing.full.james_blond.sauceBlond.line.10e3tm0.mp3
2,CH1 PROSPECT,Bada Bing I,308,James Blond,blond,Thank you.,2,MIXED — floor barks plus authored beats,vo.bing.full.james_blond.shubesAccepted.line.1xe56ci,vo.bing.full.james_blond.shubesAccepted.line.1xe56ci.mp3
2,CH1 PROSPECT,Bada Bing I,309,James Blond,blond,Remarkably good.,2,MIXED — floor barks plus authored beats,vo.bing.full.james_blond.shubesAftermath.line.mkwsr4,vo.bing.full.james_blond.shubesAftermath.line.mkwsr4.mp3
2,CH1 PROSPECT,Bada Bing I,310,The Shubenator,shubenator,"Okay. Well, let me know if you guys need anything.",10,MIXED — floor barks plus authored beats,vo.bing.full.james_blond.shubesBacksOut.line.18dho87,vo.bing.full.james_blond.shubesBacksOut.line.18dho87.mp3
2,CH1 PROSPECT,Bada Bing I,311,Gratin,gratin,There is no British guy tied to the chair.,9,MIXED — floor barks plus authored beats,vo.bing.full.james_blond.shubesDenial.line.cdtg5n,vo.bing.full.james_blond.shubesDenial.line.cdtg5n.mp3
2,CH1 PROSPECT,Bada Bing I,312,Gratin,gratin,They’re frozen.,2,MIXED — floor barks plus authored beats,vo.bing.full.james_blond.shubesFrozen.line.1q4bx1r,vo.bing.full.james_blond.shubesFrozen.line.1q4bx1r.mp3
2,CH1 PROSPECT,Bada Bing I,313,Gratin,gratin,Get out.,2,MIXED — floor barks plus authored beats,vo.bing.full.james_blond.shubesGetOut.line.1we2h77,vo.bing.full.james_blond.shubesGetOut.line.1we2h77.mp3
2,CH1 PROSPECT,Bada Bing I,314,James Blond,blond,Good evening.,2,MIXED — floor barks plus authored beats,vo.bing.full.james_blond.shubesGoodEvening.line.17v4q3y,vo.bing.full.james_blond.shubesGoodEvening.line.17v4q3y.mp3
2,CH1 PROSPECT,Bada Bing I,315,The Shubenator,shubenator,Hey.,1,MIXED — floor barks plus authored beats,vo.bing.full.james_blond.shubesHey.line.1y290h5,vo.bing.full.james_blond.shubesHey.line.1y290h5.mp3
2,CH1 PROSPECT,Bada Bing I,316,The Shubenator,shubenator,Oh. Is this the guy?,5,MIXED — floor barks plus authored beats,vo.bing.full.james_blond.shubesIsThis.line.1v7i9qx,vo.bing.full.james_blond.shubesIsThis.line.1v7i9qx.mp3
2,CH1 PROSPECT,Bada Bing I,317,The Shubenator,shubenator,Mozzarella stick?,2,MIXED — floor barks plus authored beats,vo.bing.full.james_blond.shubesOffers.line.btoqo9,vo.bing.full.james_blond.shubesOffers.line.btoqo9.mp3
2,CH1 PROSPECT,Bada Bing I,318,Gratin,gratin,Private meeting.,2,MIXED — floor barks plus authored beats,vo.bing.full.james_blond.shubesPrivate.line.5i2jnd,vo.bing.full.james_blond.shubesPrivate.line.5i2jnd.mp3
2,CH1 PROSPECT,Bada Bing I,319,The Shubenator,shubenator,Do you want me to lock this?,7,MIXED — floor barks plus authored beats,vo.bing.full.james_blond.shubesReturns.line.1c39j1y,vo.bing.full.james_blond.shubesReturns.line.1c39j1y.mp3
2,CH1 PROSPECT,Bada Bing I,320,The Shubenator,shubenator,The British guy tied to the chair.,7,MIXED — floor barks plus authored beats,vo.bing.full.james_blond.shubesTheBritishGuy.line.1cc81p1,vo.bing.full.james_blond.shubesTheBritishGuy.line.1cc81p1.mp3
2,CH1 PROSPECT,Bada Bing I,321,Gratin,gratin,What guy?,2,MIXED — floor barks plus authored beats,vo.bing.full.james_blond.shubesWhatGuy.line.3qj8s5,vo.bing.full.james_blond.shubesWhatGuy.line.3qj8s5.mp3
2,CH1 PROSPECT,Bada Bing I,322,Gratin,gratin,YES.,1,MIXED — floor barks plus authored beats,vo.bing.full.james_blond.shubesYes.line.1l7u0l6,vo.bing.full.james_blond.shubesYes.line.1l7u0l6.mp3
2,CH1 PROSPECT,Bada Bing I,323,James Blond,blond,There was nothing on it. Now there is nothing on it in a way I shall have to explain in writing.,21,MIXED — floor barks plus authored beats,vo.bing.full.james_blond.smashCamera.line.l8fm6d,vo.bing.full.james_blond.smashCamera.line.l8fm6d.mp3
2,CH1 PROSPECT,Bada Bing I,324,James Blond,blond,You have torn it at the shoulder. That is not a repair. There is no repair. That is a funeral.,20,MIXED — floor barks plus authored beats,vo.bing.full.james_blond.smashJacket.line.htk90b,vo.bing.full.james_blond.smashJacket.line.htk90b.mp3
2,CH1 PROSPECT,Bada Bing I,325,Gratin,gratin,"Not those. Prospect, look at me — not those. Those are the only good news in this room.",18,MIXED — floor barks plus authored beats,vo.bing.full.james_blond.smashKeys.line.l5s525,vo.bing.full.james_blond.smashKeys.line.l5s525.mp3
2,CH1 PROSPECT,Bada Bing I,326,James Blond,blond,"You have bent the frame. That was fitted to my hand. Do you understand that it cannot be replaced, only apologised for.",22,MIXED — floor barks plus authored beats,vo.bing.full.james_blond.smashPistol.line.1578w3p,vo.bing.full.james_blond.smashPistol.line.1578w3p.mp3
2,CH1 PROSPECT,Bada Bing I,327,Numbskull,numbskull,That was worth my car.,5,MIXED — floor barks plus authored beats,vo.bing.full.james_blond.smashPistolNumbskull.line.14alimb,vo.bing.full.james_blond.smashPistolNumbskull.line.14alimb.mp3
2,CH1 PROSPECT,Bada Bing I,328,James Blond,blond,That was my father’s. You have just done the only thing that will be remembered about tonight.,17,MIXED — floor barks plus authored beats,vo.bing.full.james_blond.smashWatch.line.1rzgx43,vo.bing.full.james_blond.smashWatch.line.1rzgx43.mp3
2,CH1 PROSPECT,Bada Bing I,329,Gratin,gratin,There it is. THERE it is. Prospect — everything on that table. All of it.,15,MIXED — floor barks plus authored beats,vo.bing.full.james_blond.smashWatchGratin.line.14vy3td,vo.bing.full.james_blond.smashWatchGratin.line.14vy3td.mp3
2,CH1 PROSPECT,Bada Bing I,330,James Blond,blond,Mm. Yes. That is certainly a thing that happened to me.,11,MIXED — floor barks plus authored beats,vo.bing.full.james_blond.swingAgain.line.wfw3i6,vo.bing.full.james_blond.swingAgain.line.wfw3i6.mp3
2,CH1 PROSPECT,Bada Bing I,331,James Blond,blond,There. That is all of it. That is everything my body has to offer you and I am afraid it is not very much.,24,MIXED — floor barks plus authored beats,vo.bing.full.james_blond.swingThree.line.180re6x,vo.bing.full.james_blond.swingThree.line.180re6x.mp3
2,CH1 PROSPECT,Bada Bing I,332,James Blond,blond,Do keep going. I should hate to be the only one in this room getting anything out of it.,19,MIXED — floor barks plus authored beats,vo.bing.full.james_blond.swingTwo.line.k36lws,vo.bing.full.james_blond.swingTwo.line.k36lws.mp3
2,CH1 PROSPECT,Bada Bing I,333,Numbskull,numbskull,Is he supposed to be doing that with his face?,10,MIXED — floor barks plus authored beats,vo.bing.full.james_blond.swingTwoNumbskull.line.1o82303,vo.bing.full.james_blond.swingTwoNumbskull.line.1o82303.mp3
2,CH1 PROSPECT,Bada Bing I,334,James Blond,blond,Do let me know when you begin.,7,MIXED — floor barks plus authored beats,vo.bing.full.james_blond.swingWide.line.3aw6k8,vo.bing.full.james_blond.swingWide.line.3aw6k8.mp3
2,CH1 PROSPECT,Bada Bing I,335,Gratin,gratin,Stop. Prospect — stop. Look at his face. He’s been counting them.,12,MIXED — floor barks plus authored beats,vo.bing.full.james_blond.tableNudge.line.1rlhme0,vo.bing.full.james_blond.tableNudge.line.1rlhme0.mp3
2,CH1 PROSPECT,Bada Bing I,336,James Blond,blond,I would very much rather you didn’t.,7,MIXED — floor barks plus authored beats,vo.bing.full.james_blond.tableNudgeBlond.line.1o9vlnf,vo.bing.full.james_blond.tableNudgeBlond.line.1o9vlnf.mp3
2,CH1 PROSPECT,Bada Bing I,337,Gratin,gratin,Everything out of his pockets is on the table behind you. Numbskull laid it out. Go and pick his life up instead of hitting him with a fryer part.,29,MIXED — floor barks plus authored beats,vo.bing.full.james_blond.tableNudgeTable.line.ts4u3i,vo.bing.full.james_blond.tableNudgeTable.line.ts4u3i.mp3
2,CH1 PROSPECT,Bada Bing I,338,Gratin,gratin,This is Tennessee. We got our own conventions.,8,MIXED — floor barks plus authored beats,vo.bing.full.james_blond.tenderizerGratin.line.fuqrfz,vo.bing.full.james_blond.tenderizerGratin.line.fuqrfz.mp3
2,CH1 PROSPECT,Bada Bing I,339,James Blond,blond,Vincent Mallard.,2,MIXED — floor barks plus authored beats,vo.bing.full.james_blond.theName.line.1bukl7f,vo.bing.full.james_blond.theName.line.1bukl7f.mp3
2,CH1 PROSPECT,Bada Bing I,340,Gratin,gratin,"Buddy, you wore a tuxedo to spy on Sasquatches.",9,MIXED — floor barks plus authored beats,vo.bing.full.james_blond.tongsGratin.line.1oqnpv0,vo.bing.full.james_blond.tongsGratin.line.1oqnpv0.mp3
2,CH1 PROSPECT,Bada Bing I,341,James Blond,blond,Cold.,1,MIXED — floor barks plus authored beats,vo.bing.full.james_blond.useIce.line.14yi6xf,vo.bing.full.james_blond.useIce.line.14yi6xf.mp3
2,CH1 PROSPECT,Bada Bing I,342,Gratin,gratin,This is either hot sauce or fryer cleaner. Label fell off.,11,MIXED — floor barks plus authored beats,vo.bing.full.james_blond.useSauce.line.15qv56b,vo.bing.full.james_blond.useSauce.line.15qv56b.mp3
2,CH1 PROSPECT,Bada Bing I,343,James Blond,blond,Surely that violates some international convention.,6,MIXED — floor barks plus authored beats,vo.bing.full.james_blond.useTenderizer.line.xyqv5m,vo.bing.full.james_blond.useTenderizer.line.xyqv5m.mp3
2,CH1 PROSPECT,Bada Bing I,344,James Blond,blond,Let’s not be theatrical.,4,MIXED — floor barks plus authored beats,vo.bing.full.james_blond.useTongs.line.10rknz1,vo.bing.full.james_blond.useTongs.line.10rknz1.mp3
2,CH1 PROSPECT,Bada Bing I,345,James Blond,blond,Because I assumed you were professionals.,6,MIXED — floor barks plus authored beats,vo.bing.full.james_blond.whyNot.line.1u5z4gg,vo.bing.full.james_blond.whyNot.line.1u5z4gg.mp3
2,CH1 PROSPECT,Bada Bing I,346,Gratin,gratin,"Numbskull, is there a pen. There’s a pen. I’m using the menu.",12,MIXED — floor barks plus authored beats,vo.bing.full.james_blond.writtenDown.line.kellhl,vo.bing.full.james_blond.writtenDown.line.kellhl.mp3
2,CH1 PROSPECT,Bada Bing I,347,Lag,lag,"You would not have heard of it. Server browser, no matchmaking, and a map nobody could pronounce.",17,MIXED — floor barks plus authored beats,vo.bing.full.lag.aside.line.a2h47j,vo.bing.full.lag.aside.line.a2h47j.mp3
2,CH1 PROSPECT,Bada Bing I,348,Lag,lag,I held rank one on that map for eleven weeks. Then they patched the ladder and gave everybody a fresh start. Everybody. Like it was nothing.,26,MIXED — floor barks plus authored beats,vo.bing.full.lag.asideMore.line.1q7b7jg,vo.bing.full.lag.asideMore.line.1q7b7jg.mp3
2,CH1 PROSPECT,Bada Bing I,349,Tony (the Prospect),player,Another time.,2,MIXED — floor barks plus authored beats,vo.bing.full.lag.open.tony.kay3u1,vo.bing.full.lag.open.tony.kay3u1.mp3
2,CH1 PROSPECT,Bada Bing I,350,Tony (the Prospect),player,What game did you peak in?,6,MIXED — floor barks plus authored beats,vo.bing.full.lag.open.tony.s2jldk,vo.bing.full.lag.open.tony.s2jldk.mp3
2,CH1 PROSPECT,Bada Bing I,351,James Blond,blond,I’ve been meaning to discuss your interrogation technique.,8,MIXED — floor barks plus authored beats,vo.bing.full.licenseToGrillCallback.open.line.ht1dty,vo.bing.full.licenseToGrillCallback.open.line.ht1dty.mp3
2,CH1 PROSPECT,Bada Bing I,352,Tony (the Prospect),player,Still driving the silver car?,5,MIXED — floor barks plus authored beats,vo.bing.full.licenseToGrillCallback.open.tony.kiea6x,vo.bing.full.licenseToGrillCallback.open.tony.kiea6x.mp3
2,CH1 PROSPECT,Bada Bing I,353,Gratin,gratin,Prospect! Get back here. I need a second set of hands.,11,MIXED — floor barks plus authored beats,vo.bing.full.licenseToGrillDoor.knocking.line.1mvtv1e,vo.bing.full.licenseToGrillDoor.knocking.line.1mvtv1e.mp3
2,CH1 PROSPECT,Bada Bing I,354,Gratin,gratin,"Good. And Prospect — watch his face, not his mouth. His mouth is a professional.",15,MIXED — floor barks plus authored beats,vo.bing.full.licenseToGrillGratin.handOff.line.1sqprmo,vo.bing.full.licenseToGrillGratin.handOff.line.1sqprmo.mp3
2,CH1 PROSPECT,Bada Bing I,355,Gratin,gratin,A second set of hands and a second face. He has had mine all night and he has started finishing my sentences.,22,MIXED — floor barks plus authored beats,vo.bing.full.licenseToGrillGratin.need.line.qyc88g,vo.bing.full.licenseToGrillGratin.need.line.qyc88g.mp3
2,CH1 PROSPECT,Bada Bing I,356,Gratin,gratin,"Cart is on your left, it is a kitchen, help yourself. Everything he had in his pockets is on the table by the door. Use one, use the other, use both. Just get me a name.",36,MIXED — floor barks plus authored beats,vo.bing.full.licenseToGrillGratin.needTools.line.1ez2vja,vo.bing.full.licenseToGrillGratin.needTools.line.1ez2vja.mp3
2,CH1 PROSPECT,Bada Bing I,357,Gratin,gratin,I saw it. Hit him and he writes a review. Touch one thing that belongs to him and he forgets to be charming.,23,MIXED — floor barks plus authored beats,vo.bing.full.licenseToGrillGratin.noticed.line.i1acfa,vo.bing.full.licenseToGrillGratin.noticed.line.i1acfa.mp3
2,CH1 PROSPECT,Bada Bing I,358,Gratin,gratin,So stop hitting him and start going through what’s on that table.,12,MIXED — floor barks plus authored beats,vo.bing.full.licenseToGrillGratin.noticedMore.line.1pvtpta,vo.bing.full.licenseToGrillGratin.noticedMore.line.1pvtpta.mp3
2,CH1 PROSPECT,Bada Bing I,359,Gratin,gratin,What are you standing there for? He is four feet away and he is having a lovely time.,18,MIXED — floor barks plus authored beats,vo.bing.full.licenseToGrillGratin.open.line.1g00ent,vo.bing.full.licenseToGrillGratin.open.line.1g00ent.mp3
2,CH1 PROSPECT,Bada Bing I,360,Gratin,gratin,"We got a name out of him. Whatever you do next, do it away from my shoes.",17,MIXED — floor barks plus authored beats,vo.bing.full.licenseToGrillGratin.open.line.5c7gw9,vo.bing.full.licenseToGrillGratin.open.line.5c7gw9.mp3
2,CH1 PROSPECT,Bada Bing I,361,Gratin,gratin,"You are getting somewhere. Whatever you just picked up, pick up more of it.",14,MIXED — floor barks plus authored beats,vo.bing.full.licenseToGrillGratin.open.line.p86qay,vo.bing.full.licenseToGrillGratin.open.line.p86qay.mp3
2,CH1 PROSPECT,Bada Bing I,362,Tony (the Prospect),player,What do you actually need from me?,7,MIXED — floor barks plus authored beats,vo.bing.full.licenseToGrillGratin.open.tony.14lv4tr,vo.bing.full.licenseToGrillGratin.open.tony.14lv4tr.mp3
2,CH1 PROSPECT,Bada Bing I,363,Tony (the Prospect),player,He went quiet when I touched his things.,8,MIXED — floor barks plus authored beats,vo.bing.full.licenseToGrillGratin.open.tony.1a5x6e0,vo.bing.full.licenseToGrillGratin.open.tony.1a5x6e0.mp3
2,CH1 PROSPECT,Bada Bing I,364,Tony (the Prospect),player,What have you already tried?,5,MIXED — floor barks plus authored beats,vo.bing.full.licenseToGrillGratin.open.tony.1ko44d5,vo.bing.full.licenseToGrillGratin.open.tony.1ko44d5.mp3
2,CH1 PROSPECT,Bada Bing I,365,Tony (the Prospect),player,Let me have a go at him.,7,MIXED — floor barks plus authored beats,vo.bing.full.licenseToGrillGratin.open.tony.1stlk9q,vo.bing.full.licenseToGrillGratin.open.tony.1stlk9q.mp3
