"Cue ID","File","Format","Duration","Source or license note","Loop flag","Number of uses","Scenes using it","Orphan status","Duplicate status","Filename-content mismatch","Loudness issue","Playback issue","Recommended action"
"radio.vo.announcer.0u9v7ne","assets/sfx/radio.vo.announcer.0u9v7ne.mp3","MP3","3.135","Voice: announcer. License/source field not recorded in manifest.","No","1","airstrip_smuggling; apartment; bada_bing_one; countryside_cabin; luxury_apartment; mansion; mansion_return; no_wake; silver_pines","No","No byte-identical audit duplicate","UNVERIFIED — manifest text/title is not an audio-content check","UNMEASURED — no integrated-LUFS evidence","No source-level issue; active-play receipt pending","Keep; verify audible content and loudness in the active scene."
"radio.vo.announcer.0vsq7pr","assets/sfx/radio.vo.announcer.0vsq7pr.mp3","MP3","7.732","Voice: announcer. License/source field not recorded in manifest.","No","1","airstrip_smuggling; apartment; bada_bing_one; countryside_cabin; luxury_apartment; mansion; mansion_return; no_wake; silver_pines","No","No byte-identical audit duplicate","UNVERIFIED — manifest text/title is not an audio-content check","UNMEASURED — no integrated-LUFS evidence","No source-level issue; active-play receipt pending","Keep; verify audible content and loudness in the active scene."
"radio.vo.announcer.0wwm83w","assets/sfx/radio.vo.announcer.0wwm83w.mp3","MP3","11.572","Voice: announcer. License/source field not recorded in manifest.","No","1","airstrip_smuggling; apartment; bada_bing_one; countryside_cabin; luxury_apartment; mansion; mansion_return; no_wake; silver_pines","No","No byte-identical audit duplicate","UNVERIFIED — manifest text/title is not an audio-content check","UNMEASURED — no integrated-LUFS evidence","No source-level issue; active-play receipt pending","Keep; verify audible content and loudness in the active scene."
"radio.vo.announcer.0xg2y3x","assets/sfx/radio.vo.announcer.0xg2y3x.mp3","MP3","5.277","Voice: announcer. License/source field not recorded in manifest.","No","1","airstrip_smuggling; apartment; bada_bing_one; countryside_cabin; luxury_apartment; mansion; mansion_return; no_wake; silver_pines","No","No byte-identical audit duplicate","UNVERIFIED — manifest text/title is not an audio-content check","UNMEASURED — no integrated-LUFS evidence","No source-level issue; active-play receipt pending","Keep; verify audible content and loudness in the active scene."
"radio.vo.announcer.0xnsees","assets/sfx/radio.vo.announcer.0xnsees.mp3","MP3","10.057","Voice: announcer. License/source field not recorded in manifest.","No","1","airstrip_smuggling; apartment; bada_bing_one; countryside_cabin; luxury_apartment; mansion; mansion_return; no_wake; silver_pines","No","No byte-identical audit duplicate","UNVERIFIED — manifest text/title is not an audio-content check","UNMEASURED — no integrated-LUFS evidence","No source-level issue; active-play receipt pending","Keep; verify audible content and loudness in the active scene."
"radio.vo.announcer.0y68wik","assets/sfx/radio.vo.announcer.0y68wik.mp3","MP3","4.937","Voice: announcer. License/source field not recorded in manifest.","No","1","airstrip_smuggling; apartment; bada_bing_one; countryside_cabin; luxury_apartment; mansion; mansion_return; no_wake; silver_pines","No","No byte-identical audit duplicate","UNVERIFIED — manifest text/title is not an audio-content check","UNMEASURED — no integrated-LUFS evidence","No source-level issue; active-play receipt pending","Keep; verify audible content and loudness in the active scene."
"radio.vo.announcer.0yk006u","assets/sfx/radio.vo.announcer.0yk006u.mp3","MP3","9.117","Voice: announcer. License/source field not recorded in manifest.","No","1","airstrip_smuggling; apartment; bada_bing_one; countryside_cabin; luxury_apartment; mansion; mansion_return; no_wake; silver_pines","No","No byte-identical audit duplicate","UNVERIFIED — manifest text/title is not an audio-content check","UNMEASURED — no integrated-LUFS evidence","No source-level issue; active-play receipt pending","Keep; verify audible content and loudness in the active scene."
"radio.vo.announcer.0ymg6a2","assets/sfx/radio.vo.announcer.0ymg6a2.mp3","MP3","8.803","Voice: announcer. License/source field not recorded in manifest.","No","1","airstrip_smuggling; apartment; bada_bing_one; countryside_cabin; luxury_apartment; mansion; mansion_return; no_wake; silver_pines","No","No byte-identical audit duplicate","UNVERIFIED — manifest text/title is not an audio-content check","UNMEASURED — no integrated-LUFS evidence","No source-level issue; active-play receipt pending","Keep; verify audible content and loudness in the active scene."
"radio.vo.announcer.0ysnvxe","assets/sfx/radio.vo.announcer.0ysnvxe.mp3","MP3","8.281","Voice: announcer. License/source field not recorded in manifest.","No","1","airstrip_smuggling; apartment; bada_bing_one; countryside_cabin; luxury_apartment; mansion; mansion_return; no_wake; silver_pines","No","No byte-identical audit duplicate","UNVERIFIED — manifest text/title is not an audio-content check","UNMEASURED — no integrated-LUFS evidence","No source-level issue; active-play receipt pending","Keep; verify audible content and loudness in the active scene."
"radio.vo.announcer.0z1j2c4","assets/sfx/radio.vo.announcer.0z1j2c4.mp3","MP3","9.352","Voice: announcer. License/source field not recorded in manifest.","No","1","airstrip_smuggling; apartment; bada_bing_one; countryside_cabin; luxury_apartment; mansion; mansion_return; no_wake; silver_pines","No","No byte-identical audit duplicate","UNVERIFIED — manifest text/title is not an audio-content check","UNMEASURED — no integrated-LUFS evidence","No source-level issue; active-play receipt pending","Keep; verify audible content and loudness in the active scene."
"radio.vo.announcer.0zspw0m","assets/sfx/radio.vo.announcer.0zspw0m.mp3","MP3","4.937","Voice: announcer. License/source field not recorded in manifest.","No","1","airstrip_smuggling; apartment; bada_bing_one; countryside_cabin; luxury_apartment; mansion; mansion_return; no_wake; silver_pines","No","No byte-identical audit duplicate","UNVERIFIED — manifest text/title is not an audio-content check","UNMEASURED — no integrated-LUFS evidence","No source-level issue; active-play receipt pending","Keep; verify audible content and loudness in the active scene."
"radio.vo.announcer.10edjwf","assets/sfx/radio.vo.announcer.10edjwf.mp3","MP3","7.314","Voice: announcer. License/source field not recorded in manifest.","No","1","airstrip_smuggling; apartment; bada_bing_one; countryside_cabin; luxury_apartment; mansion; mansion_return; no_wake; silver_pines","No","No byte-identical audit duplicate","UNVERIFIED — manifest text/title is not an audio-content check","UNMEASURED — no integrated-LUFS evidence","No source-level issue; active-play receipt pending","Keep; verify audible content and loudness in the active scene."
"radio.vo.announcer.10fsahj","assets/sfx/radio.vo.announcer.10fsahj.mp3","MP3","4.441","Voice: announcer. License/source field not recorded in manifest.","No","1","airstrip_smuggling; apartment; bada_bing_one; countryside_cabin; luxury_apartment; mansion; mansion_return; no_wake; silver_pines","No","No byte-identical audit duplicate","UNVERIFIED — manifest text/title is not an audio-content check","UNMEASURED — no integrated-LUFS evidence","No source-level issue; active-play receipt pending","Keep; verify audible content and loudness in the active scene."
"radio.vo.announcer.10i0r0m","assets/sfx/radio.vo.announcer.10i0r0m.mp3","MP3","6.949","Voice: announcer. License/source field not recorded in manifest.","No","1","airstrip_smuggling; apartment; bada_bing_one; countryside_cabin; luxury_apartment; mansion; mansion_return; no_wake; silver_pines","No","No byte-identical audit duplicate","UNVERIFIED — manifest text/title is not an audio-content check","UNMEASURED — no integrated-LUFS evidence","No source-level issue; active-play receipt pending","Keep; verify audible content and loudness in the active scene."
"radio.vo.announcer.10wwqon","assets/sfx/radio.vo.announcer.10wwqon.mp3","MP3","7.915","Voice: announcer. License/source field not recorded in manifest.","No","1","airstrip_smuggling; apartment; bada_bing_one; countryside_cabin; luxury_apartment; mansion; mansion_return; no_wake; silver_pines","No","No byte-identical audit duplicate","UNVERIFIED — manifest text/title is not an audio-content check","UNMEASURED — no integrated-LUFS evidence","No source-level issue; active-play receipt pending","Keep; verify audible content and loudness in the active scene."
"radio.vo.announcer.11ryahr","assets/sfx/radio.vo.announcer.11ryahr.mp3","MP3","2.769","Voice: announcer. License/source field not recorded in manifest.","No","1","airstrip_smuggling; apartment; bada_bing_one; countryside_cabin; luxury_apartment; mansion; mansion_return; no_wake; silver_pines","No","No byte-identical audit duplicate","UNVERIFIED — manifest text/title is not an audio-content check","UNMEASURED — no integrated-LUFS evidence","No source-level issue; active-play receipt pending","Keep; verify audible content and loudness in the active scene."
"radio.vo.announcer.11yz7vl","assets/sfx/radio.vo.announcer.11yz7vl.mp3","MP3","10.136","Voice: announcer. License/source field not recorded in manifest.","No","1","airstrip_smuggling; apartment; bada_bing_one; countryside_cabin; luxury_apartment; mansion; mansion_return; no_wake; silver_pines","No","No byte-identical audit duplicate","UNVERIFIED — manifest text/title is not an audio-content check","UNMEASURED — no integrated-LUFS evidence","No source-level issue; active-play receipt pending","Keep; verify audible content and loudness in the active scene."
"radio.vo.announcer.12bwuzg","assets/sfx/radio.vo.announcer.12bwuzg.mp3","MP3","7.863","Voice: announcer. License/source field not recorded in manifest.","No","1","airstrip_smuggling; apartment; bada_bing_one; countryside_cabin; luxury_apartment; mansion; mansion_return; no_wake; silver_pines","No","No byte-identical audit duplicate","UNVERIFIED — manifest text/title is not an audio-content check","UNMEASURED — no integrated-LUFS evidence","No source-level issue; active-play receipt pending","Keep; verify audible content and loudness in the active scene."
"radio.vo.announcer.12vwbcl","assets/sfx/radio.vo.announcer.12vwbcl.mp3","MP3","10.083","Voice: announcer. License/source field not recorded in manifest.","No","1","airstrip_smuggling; apartment; bada_bing_one; countryside_cabin; luxury_apartment; mansion; mansion_return; no_wake; silver_pines","No","No byte-identical audit duplicate","UNVERIFIED — manifest text/title is not an audio-content check","UNMEASURED — no integrated-LUFS evidence","No source-level issue; active-play receipt pending","Keep; verify audible content and loudness in the active scene."
"radio.vo.announcer.13i20ak","assets/sfx/radio.vo.announcer.13i20ak.mp3","MP3","10.971","Voice: announcer. License/source field not recorded in manifest.","No","1","airstrip_smuggling; apartment; bada_bing_one; countryside_cabin; luxury_apartment; mansion; mansion_return; no_wake; silver_pines","No","No byte-identical audit duplicate","UNVERIFIED — manifest text/title is not an audio-content check","UNMEASURED — no integrated-LUFS evidence","No source-level issue; active-play receipt pending","Keep; verify audible content and loudness in the active scene."
"radio.vo.announcer.147epyh","assets/sfx/radio.vo.announcer.147epyh.mp3","MP3","4.937","Voice: announcer. License/source field not recorded in manifest.","No","1","airstrip_smuggling; apartment; bada_bing_one; countryside_cabin; luxury_apartment; mansion; mansion_return; no_wake; silver_pines","No","No byte-identical audit duplicate","UNVERIFIED — manifest text/title is not an audio-content check","UNMEASURED — no integrated-LUFS evidence","No source-level issue; active-play receipt pending","Keep; verify audible content and loudness in the active scene."
"radio.vo.announcer.14wolqi","assets/sfx/radio.vo.announcer.14wolqi.mp3","MP3","4.101","Voice: announcer. License/source field not recorded in manifest.","No","1","airstrip_smuggling; apartment; bada_bing_one; countryside_cabin; luxury_apartment; mansion; mansion_return; no_wake; silver_pines","No","No byte-identical audit duplicate","UNVERIFIED — manifest text/title is not an audio-content check","UNMEASURED — no integrated-LUFS evidence","No source-level issue; active-play receipt pending","Keep; verify audible content and loudness in the active scene."
"radio.vo.announcer.154eda9","assets/sfx/radio.vo.announcer.154eda9.mp3","MP3","8.751","Voice: announcer. License/source field not recorded in manifest.","No","1","airstrip_smuggling; apartment; bada_bing_one; countryside_cabin; luxury_apartment; mansion; mansion_return; no_wake; silver_pines","No","No byte-identical audit duplicate","UNVERIFIED — manifest text/title is not an audio-content check","UNMEASURED — no integrated-LUFS evidence","No source-level issue; active-play receipt pending","Keep; verify audible content and loudness in the active scene."
"radio.vo.announcer.157erj5","assets/sfx/radio.vo.announcer.157erj5.mp3","MP3","6.296","Voice: announcer. License/source field not recorded in manifest.","No","1","airstrip_smuggling; apartment; bada_bing_one; countryside_cabin; luxury_apartment; mansion; mansion_return; no_wake; silver_pines","No","No byte-identical audit duplicate","UNVERIFIED — manifest text/title is not an audio-content check","UNMEASURED — no integrated-LUFS evidence","No source-level issue; active-play receipt pending","Keep; verify audible content and loudness in the active scene."
"radio.vo.announcer.15n90um","assets/sfx/radio.vo.announcer.15n90um.mp3","MP3","8.568","Voice: announcer. License/source field not recorded in manifest.","No","1","airstrip_smuggling; apartment; bada_bing_one; countryside_cabin; luxury_apartment; mansion; mansion_return; no_wake; silver_pines","No","No byte-identical audit duplicate","UNVERIFIED — manifest text/title is not an audio-content check","UNMEASURED — no integrated-LUFS evidence","No source-level issue; active-play receipt pending","Keep; verify audible content and loudness in the active scene."
"radio.vo.announcer.17jjafg","assets/sfx/radio.vo.announcer.17jjafg.mp3","MP3","3.605","Voice: announcer. License/source field not recorded in manifest.","No","1","airstrip_smuggling; apartment; bada_bing_one; countryside_cabin; luxury_apartment; mansion; mansion_return; no_wake; silver_pines","No","No byte-identical audit duplicate","UNVERIFIED — manifest text/title is not an audio-content check","UNMEASURED — no integrated-LUFS evidence","No source-level issue; active-play receipt pending","Keep; verify audible content and loudness in the active scene."
"radio.vo.announcer.183j44c","assets/sfx/radio.vo.announcer.183j44c.mp3","MP3","4.754","Voice: announcer. License/source field not recorded in manifest.","No","1","airstrip_smuggling; apartment; bada_bing_one; countryside_cabin; luxury_apartment; mansion; mansion_return; no_wake; silver_pines","No","No byte-identical audit duplicate","UNVERIFIED — manifest text/title is not an audio-content check","UNMEASURED — no integrated-LUFS evidence","No source-level issue; active-play receipt pending","Keep; verify audible content and loudness in the active scene."
"radio.vo.announcer.1a16urd","assets/sfx/radio.vo.announcer.1a16urd.mp3","MP3","9.665","Voice: announcer. License/source field not recorded in manifest.","No","1","airstrip_smuggling; apartment; bada_bing_one; countryside_cabin; luxury_apartment; mansion; mansion_return; no_wake; silver_pines","No","No byte-identical audit duplicate","UNVERIFIED — manifest text/title is not an audio-content check","UNMEASURED — no integrated-LUFS evidence","No source-level issue; active-play receipt pending","Keep; verify audible content and loudness in the active scene."
"radio.vo.announcer.1aq9dos","assets/sfx/radio.vo.announcer.1aq9dos.mp3","MP3","12.878","Voice: announcer. License/source field not recorded in manifest.","No","1","airstrip_smuggling; apartment; bada_bing_one; countryside_cabin; luxury_apartment; mansion; mansion_return; no_wake; silver_pines","No","No byte-identical audit duplicate","UNVERIFIED — manifest text/title is not an audio-content check","UNMEASURED — no integrated-LUFS evidence","No source-level issue; active-play receipt pending","Keep; verify audible content and loudness in the active scene."
"radio.vo.announcer.1bd9dp7","assets/sfx/radio.vo.announcer.1bd9dp7.mp3","MP3","9.874","Voice: announcer. License/source field not recorded in manifest.","No","1","airstrip_smuggling; apartment; bada_bing_one; countryside_cabin; luxury_apartment; mansion; mansion_return; no_wake; silver_pines","No","No byte-identical audit duplicate","UNVERIFIED — manifest text/title is not an audio-content check","UNMEASURED — no integrated-LUFS evidence","No source-level issue; active-play receipt pending","Keep; verify audible content and loudness in the active scene."
"radio.vo.announcer.1bqqwwg","assets/sfx/radio.vo.announcer.1bqqwwg.mp3","MP3","3.448","Voice: announcer. License/source field not recorded in manifest.","No","1","airstrip_smuggling; apartment; bada_bing_one; countryside_cabin; luxury_apartment; mansion; mansion_return; no_wake; silver_pines","No","No byte-identical audit duplicate","UNVERIFIED — manifest text/title is not an audio-content check","UNMEASURED — no integrated-LUFS evidence","No source-level issue; active-play receipt pending","Keep; verify audible content and loudness in the active scene."
"radio.vo.announcer.1bsyh44","assets/sfx/radio.vo.announcer.1bsyh44.mp3","MP3","2.56","Voice: announcer. License/source field not recorded in manifest.","No","1","airstrip_smuggling; apartment; bada_bing_one; countryside_cabin; luxury_apartment; mansion; mansion_return; no_wake; silver_pines","No","No byte-identical audit duplicate","UNVERIFIED — manifest text/title is not an audio-content check","UNMEASURED — no integrated-LUFS evidence","No source-level issue; active-play receipt pending","Keep; verify audible content and loudness in the active scene."
"radio.vo.announcer.1dsn9l5","assets/sfx/radio.vo.announcer.1dsn9l5.mp3","MP3","8.411","Voice: announcer. License/source field not recorded in manifest.","No","1","airstrip_smuggling; apartment; bada_bing_one; countryside_cabin; luxury_apartment; mansion; mansion_return; no_wake; silver_pines","No","No byte-identical audit duplicate","UNVERIFIED — manifest text/title is not an audio-content check","UNMEASURED — no integrated-LUFS evidence","No source-level issue; active-play receipt pending","Keep; verify audible content and loudness in the active scene."
"radio.vo.announcer.1dts2dr","assets/sfx/radio.vo.announcer.1dts2dr.mp3","MP3","8.046","Voice: announcer. License/source field not recorded in manifest.","No","1","airstrip_smuggling; apartment; bada_bing_one; countryside_cabin; luxury_apartment; mansion; mansion_return; no_wake; silver_pines","No","No byte-identical audit duplicate","UNVERIFIED — manifest text/title is not an audio-content check","UNMEASURED — no integrated-LUFS evidence","No source-level issue; active-play receipt pending","Keep; verify audible content and loudness in the active scene."
"radio.vo.announcer.1ehexkx","assets/sfx/radio.vo.announcer.1ehexkx.mp3","MP3","3.553","Voice: announcer. License/source field not recorded in manifest.","No","1","airstrip_smuggling; apartment; bada_bing_one; countryside_cabin; luxury_apartment; mansion; mansion_return; no_wake; silver_pines","No","No byte-identical audit duplicate","UNVERIFIED — manifest text/title is not an audio-content check","UNMEASURED — no integrated-LUFS evidence","No source-level issue; active-play receipt pending","Keep; verify audible content and loudness in the active scene."
"radio.vo.announcer.1fd40j6","assets/sfx/radio.vo.announcer.1fd40j6.mp3","MP3","2.247","Voice: announcer. License/source field not recorded in manifest.","No","1","airstrip_smuggling; apartment; bada_bing_one; countryside_cabin; luxury_apartment; mansion; mansion_return; no_wake; silver_pines","No","No byte-identical audit duplicate","UNVERIFIED — manifest text/title is not an audio-content check","UNMEASURED — no integrated-LUFS evidence","No source-level issue; active-play receipt pending","Keep; verify audible content and loudness in the active scene."
"radio.vo.announcer.1g72tm3","assets/sfx/radio.vo.announcer.1g72tm3.mp3","MP3","2.299","Voice: announcer. License/source field not recorded in manifest.","No","1","airstrip_smuggling; apartment; bada_bing_one; countryside_cabin; luxury_apartment; mansion; mansion_return; no_wake; silver_pines","No","No byte-identical audit duplicate","UNVERIFIED — manifest text/title is not an audio-content check","UNMEASURED — no integrated-LUFS evidence","No source-level issue; active-play receipt pending","Keep; verify audible content and loudness in the active scene."
"radio.vo.announcer.1gbemtl","assets/sfx/radio.vo.announcer.1gbemtl.mp3","MP3","9.169","Voice: announcer. License/source field not recorded in manifest.","No","1","airstrip_smuggling; apartment; bada_bing_one; countryside_cabin; luxury_apartment; mansion; mansion_return; no_wake; silver_pines","No","No byte-identical audit duplicate","UNVERIFIED — manifest text/title is not an audio-content check","UNMEASURED — no integrated-LUFS evidence","No source-level issue; active-play receipt pending","Keep; verify audible content and loudness in the active scene."
"radio.vo.announcer.1hwcfyz","assets/sfx/radio.vo.announcer.1hwcfyz.mp3","MP3","8.15","Voice: announcer. License/source field not recorded in manifest.","No","1","airstrip_smuggling; apartment; bada_bing_one; countryside_cabin; luxury_apartment; mansion; mansion_return; no_wake; silver_pines","No","No byte-identical audit duplicate","UNVERIFIED — manifest text/title is not an audio-content check","UNMEASURED — no integrated-LUFS evidence","No source-level issue; active-play receipt pending","Keep; verify audible content and loudness in the active scene."
"radio.vo.announcer.1i92quw","assets/sfx/radio.vo.announcer.1i92quw.mp3","MP3","7.967","Voice: announcer. License/source field not recorded in manifest.","No","1","airstrip_smuggling; apartment; bada_bing_one; countryside_cabin; luxury_apartment; mansion; mansion_return; no_wake; silver_pines","No","No byte-identical audit duplicate","UNVERIFIED — manifest text/title is not an audio-content check","UNMEASURED — no integrated-LUFS evidence","No source-level issue; active-play receipt pending","Keep; verify audible content and loudness in the active scene."
"radio.vo.announcer.1i9iq1a","assets/sfx/radio.vo.announcer.1i9iq1a.mp3","MP3","9.953","Voice: announcer. License/source field not recorded in manifest.","No","1","airstrip_smuggling; apartment; bada_bing_one; countryside_cabin; luxury_apartment; mansion; mansion_return; no_wake; silver_pines","No","No byte-identical audit duplicate","UNVERIFIED — manifest text/title is not an audio-content check","UNMEASURED — no integrated-LUFS evidence","No source-level issue; active-play receipt pending","Keep; verify audible content and loudness in the active scene."
"radio.vo.announcer.1keapkw","assets/sfx/radio.vo.announcer.1keapkw.mp3","MP3","4.989","Voice: announcer. License/source field not recorded in manifest.","No","1","airstrip_smuggling; apartment; bada_bing_one; countryside_cabin; luxury_apartment; mansion; mansion_return; no_wake; silver_pines","No","No byte-identical audit duplicate","UNVERIFIED — manifest text/title is not an audio-content check","UNMEASURED — no integrated-LUFS evidence","No source-level issue; active-play receipt pending","Keep; verify audible content and loudness in the active scene."
"radio.vo.announcer.1l8loyg","assets/sfx/radio.vo.announcer.1l8loyg.mp3","MP3","6.609","Voice: announcer. License/source field not recorded in manifest.","No","1","airstrip_smuggling; apartment; bada_bing_one; countryside_cabin; luxury_apartment; mansion; mansion_return; no_wake; silver_pines","No","No byte-identical audit duplicate","UNVERIFIED — manifest text/title is not an audio-content check","UNMEASURED — no integrated-LUFS evidence","No source-level issue; active-play receipt pending","Keep; verify audible content and loudness in the active scene."
"radio.vo.announcer.1m7fq8e","assets/sfx/radio.vo.announcer.1m7fq8e.mp3","MP3","2.011","Voice: announcer. License/source field not recorded in manifest.","No","1","airstrip_smuggling; apartment; bada_bing_one; countryside_cabin; luxury_apartment; mansion; mansion_return; no_wake; silver_pines","No","No byte-identical audit duplicate","UNVERIFIED — manifest text/title is not an audio-content check","UNMEASURED — no integrated-LUFS evidence","No source-level issue; active-play receipt pending","Keep; verify audible content and loudness in the active scene."
"radio.vo.announcer.1mw08bf","assets/sfx/radio.vo.announcer.1mw08bf.mp3","MP3","10.971","Voice: announcer. License/source field not recorded in manifest.","No","1","airstrip_smuggling; apartment; bada_bing_one; countryside_cabin; luxury_apartment; mansion; mansion_return; no_wake; silver_pines","No","No byte-identical audit duplicate","UNVERIFIED — manifest text/title is not an audio-content check","UNMEASURED — no integrated-LUFS evidence","No source-level issue; active-play receipt pending","Keep; verify audible content and loudness in the active scene."
"radio.vo.announcer.1mxeyam","assets/sfx/radio.vo.announcer.1mxeyam.mp3","MP3","6.949","Voice: announcer. License/source field not recorded in manifest.","No","1","airstrip_smuggling; apartment; bada_bing_one; countryside_cabin; luxury_apartment; mansion; mansion_return; no_wake; silver_pines","No","No byte-identical audit duplicate","UNVERIFIED — manifest text/title is not an audio-content check","UNMEASURED — no integrated-LUFS evidence","No source-level issue; active-play receipt pending","Keep; verify audible content and loudness in the active scene."
"radio.vo.announcer.1o1ovzn","assets/sfx/radio.vo.announcer.1o1ovzn.mp3","MP3","7.027","Voice: announcer. License/source field not recorded in manifest.","No","1","airstrip_smuggling; apartment; bada_bing_one; countryside_cabin; luxury_apartment; mansion; mansion_return; no_wake; silver_pines","No","No byte-identical audit duplicate","UNVERIFIED — manifest text/title is not an audio-content check","UNMEASURED — no integrated-LUFS evidence","No source-level issue; active-play receipt pending","Keep; verify audible content and loudness in the active scene."
"radio.vo.announcer.1ob7c1m","assets/sfx/radio.vo.announcer.1ob7c1m.mp3","MP3","9.221","Voice: announcer. License/source field not recorded in manifest.","No","1","airstrip_smuggling; apartment; bada_bing_one; countryside_cabin; luxury_apartment; mansion; mansion_return; no_wake; silver_pines","No","No byte-identical audit duplicate","UNVERIFIED — manifest text/title is not an audio-content check","UNMEASURED — no integrated-LUFS evidence","No source-level issue; active-play receipt pending","Keep; verify audible content and loudness in the active scene."
"radio.vo.announcer.1p4rsex","assets/sfx/radio.vo.announcer.1p4rsex.mp3","MP3","1.959","Voice: announcer. License/source field not recorded in manifest.","No","1","airstrip_smuggling; apartment; bada_bing_one; countryside_cabin; luxury_apartment; mansion; mansion_return; no_wake; silver_pines","No","No byte-identical audit duplicate","UNVERIFIED — manifest text/title is not an audio-content check","UNMEASURED — no integrated-LUFS evidence","No source-level issue; active-play receipt pending","Keep; verify audible content and loudness in the active scene."
"radio.vo.announcer.1px0vn6","assets/sfx/radio.vo.announcer.1px0vn6.mp3","MP3","9.718","Voice: announcer. License/source field not recorded in manifest.","No","1","airstrip_smuggling; apartment; bada_bing_one; countryside_cabin; luxury_apartment; mansion; mansion_return; no_wake; silver_pines","No","No byte-identical audit duplicate","UNVERIFIED — manifest text/title is not an audio-content check","UNMEASURED — no integrated-LUFS evidence","No source-level issue; active-play receipt pending","Keep; verify audible content and loudness in the active scene."
"radio.vo.announcer.1pykcsl","assets/sfx/radio.vo.announcer.1pykcsl.mp3","MP3","9.3","Voice: announcer. License/source field not recorded in manifest.","No","1","airstrip_smuggling; apartment; bada_bing_one; countryside_cabin; luxury_apartment; mansion; mansion_return; no_wake; silver_pines","No","No byte-identical audit duplicate","UNVERIFIED — manifest text/title is not an audio-content check","UNMEASURED — no integrated-LUFS evidence","No source-level issue; active-play receipt pending","Keep; verify audible content and loudness in the active scene."
"radio.vo.announcer.1qmracr","assets/sfx/radio.vo.announcer.1qmracr.mp3","MP3","8.699","Voice: announcer. License/source field not recorded in manifest.","No","1","airstrip_smuggling; apartment; bada_bing_one; countryside_cabin; luxury_apartment; mansion; mansion_return; no_wake; silver_pines","No","No byte-identical audit duplicate","UNVERIFIED — manifest text/title is not an audio-content check","UNMEASURED — no integrated-LUFS evidence","No source-level issue; active-play receipt pending","Keep; verify audible content and loudness in the active scene."
"radio.vo.announcer.1r4nlag","assets/sfx/radio.vo.announcer.1r4nlag.mp3","MP3","8.411","Voice: announcer. License/source field not recorded in manifest.","No","1","airstrip_smuggling; apartment; bada_bing_one; countryside_cabin; luxury_apartment; mansion; mansion_return; no_wake; silver_pines","No","No byte-identical audit duplicate","UNVERIFIED — manifest text/title is not an audio-content check","UNMEASURED — no integrated-LUFS evidence","No source-level issue; active-play receipt pending","Keep; verify audible content and loudness in the active scene."
"radio.vo.announcer.1rj3emp","assets/sfx/radio.vo.announcer.1rj3emp.mp3","MP3","4.441","Voice: announcer. License/source field not recorded in manifest.","No","1","airstrip_smuggling; apartment; bada_bing_one; countryside_cabin; luxury_apartment; mansion; mansion_return; no_wake; silver_pines","No","No byte-identical audit duplicate","UNVERIFIED — manifest text/title is not an audio-content check","UNMEASURED — no integrated-LUFS evidence","No source-level issue; active-play receipt pending","Keep; verify audible content and loudness in the active scene."
"radio.vo.announcer.1rvx2wq","assets/sfx/radio.vo.announcer.1rvx2wq.mp3","MP3","6.296","Voice: announcer. License/source field not recorded in manifest.","No","1","airstrip_smuggling; apartment; bada_bing_one; countryside_cabin; luxury_apartment; mansion; mansion_return; no_wake; silver_pines","No","No byte-identical audit duplicate","UNVERIFIED — manifest text/title is not an audio-content check","UNMEASURED — no integrated-LUFS evidence","No source-level issue; active-play receipt pending","Keep; verify audible content and loudness in the active scene."
"radio.vo.announcer.1s5l4d2","assets/sfx/radio.vo.announcer.1s5l4d2.mp3","MP3","3.631","Voice: announcer. License/source field not recorded in manifest.","No","1","airstrip_smuggling; apartment; bada_bing_one; countryside_cabin; luxury_apartment; mansion; mansion_return; no_wake; silver_pines","No","No byte-identical audit duplicate","UNVERIFIED — manifest text/title is not an audio-content check","UNMEASURED — no integrated-LUFS evidence","No source-level issue; active-play receipt pending","Keep; verify audible content and loudness in the active scene."
"radio.vo.announcer.1sy134f","assets/sfx/radio.vo.announcer.1sy134f.mp3","MP3","6.243","Voice: announcer. License/source field not recorded in manifest.","No","1","airstrip_smuggling; apartment; bada_bing_one; countryside_cabin; luxury_apartment; mansion; mansion_return; no_wake; silver_pines","No","No byte-identical audit duplicate","UNVERIFIED — manifest text/title is not an audio-content check","UNMEASURED — no integrated-LUFS evidence","No source-level issue; active-play receipt pending","Keep; verify audible content and loudness in the active scene."
"radio.vo.announcer.1t10mwr","assets/sfx/radio.vo.announcer.1t10mwr.mp3","MP3","11.729","Voice: announcer. License/source field not recorded in manifest.","No","1","airstrip_smuggling; apartment; bada_bing_one; countryside_cabin; luxury_apartment; mansion; mansion_return; no_wake; silver_pines","No","No byte-identical audit duplicate","UNVERIFIED — manifest text/title is not an audio-content check","UNMEASURED — no integrated-LUFS evidence","No source-level issue; active-play receipt pending","Keep; verify audible content and loudness in the active scene."
"radio.vo.announcer.1tbxjjr","assets/sfx/radio.vo.announcer.1tbxjjr.mp3","MP3","9.953","Voice: announcer. License/source field not recorded in manifest.","No","1","airstrip_smuggling; apartment; bada_bing_one; countryside_cabin; luxury_apartment; mansion; mansion_return; no_wake; silver_pines","No","No byte-identical audit duplicate","UNVERIFIED — manifest text/title is not an audio-content check","UNMEASURED — no integrated-LUFS evidence","No source-level issue; active-play receipt pending","Keep; verify audible content and loudness in the active scene."
